Titel;DOI
Nature and periodicity of growth rings in two Bangladeshi mangrove species;10.1163/22941932-90000185
Physiological, morphological, chemical and genomic diversities of different origins of thyme (Thymus vulgaris L.);10.1007/s10722-008-9329-7
Hotspots of the European forests carbon cycle;10.1016/j.foreco.2008.04.009
Comparative anatomy of intervessel pits in two mangrove species growing along a natural salinity gradient in Gazi Bay, Kenya;10.1093/aob/mcm103
Assessing environmental and physiological controls over water relations in a Scots pine (Pinus sylvestris L.) stand through analyses of stable isotope composition of water and organic matter;10.1111/j.1365-3040.2006.01609.x
A synopsis of land use, land-use change and forestry (LULUCF) under the Kyoto Protocol and Marrakech Accords;10.1016/j.envsci.2006.11.002
Successive cambia development in Avicennia marina (Forssk.) Nierh. is not climatically driven in the seasonal climate at Gazi Bay, Kenya;10.1016/j.dendro.2006.08.001
Exploring the functional significance of forest diversity: A new long-term experiment with temperate tree species (BIOTREE);10.1016/j.ppees.2007.08.002
Seed germination of five mountain steppe species of Central Asia;10.1016/jaridenv.2007.04.012
Influence of a salinity gradient on the vessel characters of the mangrove species Rhizophora nucronata;10.1093/aob/mcl224
Short-term variation in the isotopic composition of organic matter allocated from the leaves to the stem of Pinus sylvestris: effects of photosynthetic and postphotosynthetic carbon isotope frantionation;10.1111/j.1365-2486.2006.01205.x
Growth reactions of Pinus sylvestris L. and Quercus pubescens Willd. to drought years at a xeric site in Valais, Switzerland;10.1016/j.dendro.2005.10.002
Lack of sexual reproduction within mountain steppe populations of the clonal shrub Juniperus sabina L. in semi-arid southern Mongolia;10.1016/j.jaridenv.2005.03.014
Atmospheric and structural controls on carbon and water relations in mixed-forest stands of beech and oak;10.1007/978-3-662-06073-5
Biogeochemistry of forested catchments in a changing environment : a German case study;10.1007/978-3-662-06073-5
Impacts of canopy internal gradients on carbon and water exchange of beech and oak trees;10.1007/978-3-662-06073-5
Review of methods for in situ leaf area index determination : Part 1. Theories, sensors and hemispherical photography;10.1016/j.agrformet.2003.08.027
Phytosociological affinities and habitat preferences of Juniperus sabina L. and Artemisia santolinifolia TURCZ ex BESS. in mountain sites of the south-eastern Gobi Altay, Mongolia;10.1002/fedr.200411056
Spatial aspects of the influence of silver birch (Betula pendula L.) on growth and quality of young oaks (Quercus spp.) in central Germany;10.1093/forestry/77.3.235
Three-dimensional lamina architecture alters light-harvesting efficiency in Fagus: a leaf scale analysis;10.1093/treephys/23.9.577
Petiole mechanics, leaf inclination, morphology, and investment in support in relation to light availability in the canopy of Liriodendron tulipifera;10.1007/s00442-002-0902-z
Aspen for short rotation coppice plantations on agricultural sites in Germany: Effects of spacing and rotation time on growth and biomass production of aspen progenies;10.1016/S0378-1127(98)00554-4
Competitive behaviour of clones of Picea abies  in Monoclonal Mosaics vs. Intimate Clonal Mixture : a pilot study;10.1080/02827589009382622
Prominent alterations of wild barley leaf transcriptome in response to individual and combined drought acclimation and heat shock conditions;10.1111/ppl.12667
