Titel;DOI
Introduced tree species in European forests: opportunities and challenges;
Assessment of invasive tree species in nature conservation and forestry - contradictions and coherence;
Monitoring stanu lasu i jego znaczemie w Europie;
Zagrozenia lasu oraz jego funkcji - przyczyny, konsekwenjje i szanse dla gospodarki lesnej : Sekocin Stary, 15-17 marca 2016;
Wood plastic composite made of recycled polypropylene, polystyrene, acrylonitrile butadiene styrene, and recycled particleboard;
Forstgenetik und Naturschutz. 5. Tagung der Sektion Forstgenetik/Forstpflanzenzüchtung am 15./16. Juni 2016 in Chorin - Tagungsband;10.3220/REP1481033372000
Ist die Einteilung der forstlichen Herkunftsgebiete in Deutschland noch zeitgemäß?;10.3220/REP1481033372000
"Die Berücksichtigung kleinräumiger Standortsunterschiede verbessert die
Evaluation von Nachkommenschaftsprüfungen";10.3220/REP1481033372000
Anwenderfreundliche DNA-Marker zur Herkunftsidentifizierung von Eichenholz;10.3220/REP1481033372000
Einfluss der Bestandesstruktur auf Transpiration und Niederschlagsinterzeption: Fallstudie aus einer Fichtenplantage in Jütland;
Aufnahmeanweisung für die Kohlenstoffinventur 2017 (CI 2017) : 1. Auflage, Juli 2016 (Version 1.2);
Klimaschutz in der Land- und Forstwirtschaft sowie den nachgelagerten Bereichen Ernährung und Holzverwendung : Gutachten des Wissenschaftlichen Beirats für Agrarpolitik, Ernährung und gesundheitlichen Verbraucherschutz und des Wissenschaftlichen Beirats für Waldpolitik beim Bundesministerium für Ernährung und Landwirtschaft;
Clusterstatistik Forst und Holz : Tabellen für das Bundesgebiet und die Länder 2000 bis 2014;10.3220/WP1479976770000
Abschlussbericht zum Verbundvorhaben (Potenziale zur Minderung der Freisetzung von klimarelevanten Spurengasen beim Anbau von Energiepflanzen zur Gewinnung von Biogas), Laufzeit des Vorhabens: 01.09.2010 - 31.12.2015;
Bedeutung der Kombination von erhöhten CO2-Konzentrationen und temporärem Hitzestress auf die Ertragsphysiologie von Winterweizen und deren Modellierung;
Wirkung von CO2 Anreicherung und N-Düngung auf die Nitrat- Assimilation bei Winterweizen: Ist eine Ammonium betonte N-Düngung besser als eine Nitrat basierte?;
"Poplars and other fast-growing trees - renewable resources for future green economies : 25th Session Berlin, Germany, 13 - 16 September 2016 ; Abstracts of submitted papers and posters";
An early flowering system allows reliable induction of fertile flowers and crossings in juvenile poplar;
Fast breeding of poplars and other tree species: future prospects and biosafety concerns;
Zukünftiger Anstieg der Nitratkonzentrationen unter Wald im norddeutschen Tiefland: Droht Stickstoff-Eutrophierung durch Klimawandel?;
Erarbeitung biotechnologischer Methoden zur Identifizierung, Erhaltung, Vermehrung und Nutzung selektierter Riegelahorn-Bäume für die Wertholzproduktion (Riegelahorn);
Zukünftige Entwicklung der Wasserverfügbarkeit und ihre Bedeutung für das Wachstum der Buche in Hessen;
Einfluss der Steinkorrekturen hydraulischer Bodenkennwerte auf die Wasserhaushaltsmodellierung vom Forststandorten mit hohem Steingehalt im Bodenprofil;
"Der Markt für ""Dissolving Pulp"" und sein Absatzpotenzial in der Textilindustrie";
Untersuchungen zu den Chancen und Risiken von Fixlängen bei Buchen-Sägeholz;
Part XVII: Leaf area measurements;
Manual on methods and criteria for harmonized sampling, assessment, monitoring and analysis of the effects of air pollution on forests [Revision 2016 - Programme Co-ordinating Centre of ICP Forests];
ClimWood2030, Climate benefits of material substitution by forest biomass and harvested wood products: Perspective 2030 - Final Report;10.3220/REP1468328990000
Biosafety of forest transgenic trees;10.1007/978-94-017-7529-8
Climatic triggers of extremes in daily beech, oak and pine stem diameter growth and shrinkage in Northeastern Germany - an event coinincidence analysis;
Optische Größenvermessung von Holzpartikeln für die WPC-Herstellung;
Exotische dendrologische Funde, eine lange Chronologie und neue archäobotanische Ergebnisse aus der Stadtkerngrabung Isny;
Initial wet web strength of paper;10.1007/s10570-016-0961-7
Intra- and interprovenance variations in leaf morphometric traits in European Beech (Fagus sylvatica L.);10.2298/ABS151008064S
Early forest fire detection using low energy hydrogen sensors;
Ermittlung der Trockenstresswirkung auf den Wasserverbrauch und das Wachstumsverhalten von Bäumen;
Effekte waldstruktureller Veränderungen auf die hydroökologischen Bedingungen in Mischbeständen;
Durchtrittsbeständigkeit von Ausfachungsbohlen für Pferdeboxen;
Kronenzustand in Deutschland - Steuergrößen und Raum-Zeit-Entwicklung von 1989-2014;
Estimating root: shoot ratio and soil carbon inputs in temperate grasslands with the RothC model;10.1007/s11104-016-3017-8
Improving Color Sources by Plant Breeding and Cultivation;10.1016/B978-0-08-100371-8.00019-1
Genetic structure of remnant black poplar (Populus nigra L.) populations along biggest rivers in Serbia assessed by SSR markers;
Whole-genome draft assembly of Populus tremula x P. alba clone INRA 717-1B4;10.1515/sg-2016-0019
Opportunities for improved transparency in the timber trade through scientific verification;10.1093/biosci/biw129
Bakterienvielfalt und Nachweis potenziell pathogener Arten in einer landwirtschaftlichen Biogasanlage – neue Erkenntnisse dank Hochdurchsatz-DNA-Sequenzierung von rRNA-Gen-Amplikons;10.2376/0005-9366-15105
Neue Methoden der Pflanzenzüchtung: Biotechnologie 3.0;
Long-term changes of ecosystem services at Solling, Germany: Recovery from acidification, but increasing nitrogen saturation?;10.1016/j.ecolind.2015.12.013
Influence of sugar and starch content of palm wood on fungal development and prevention of fungal colonization by acid treatment;10.1515/hf-2015-0181
Potential and limitations of inferring ecosystem photosynthetic capacity from leaf functional traits;10.1002/ece3.2479
Membrane-Associated Ubiquitin Ligase (SAUL1) supresses temperature- and humidity-dependent autoimmunity in Arabidopsis;10.1094/MPMI-07-15-0146-R
How are anatomical and hydraulic features of the mangroves Avicennia marina and Rhizophora mucronata influenced by siltation?;10.1007/s00468-016-1357-x
The third vegetative generation of a field-grown transgenic pineapple clone shows minor side effects of transformation on plant physiological parameters;10.1007/s11240-016-0950-4
Convergent local adaptation to climate in distantly related conifers;10.1126/science.aaf7812
RE: Is genome editing's fate similar to green genetic engineering? eletter to Travis J (2015) Making the cut. Science 350, 1456-1457;
"RE: Europe's forest management did mitigate climate warming (eLetter in Science to Kim Naudts et al.: Europe's forest management did not mitigate climate warming ; 19 February 2016";
Improving the forecast for biodiversity under climate change;10.1126/science.aad8466
Study of the solubility and composition of welded wood material at progressive welding times;10.1007/s00107-015-0991-0
Investigation of the interrelations between defibration conditions, fiber size and medium-density fiberboard (MDF) properties;10.1007/s00107-016-1094-2
The level II aggregated forest soil condition database links soil physicochemical and hydraulic properties with long-term observations of forest condition in Europe;10.1007/s13595-016-0571-4
From inventory to consumer biomass availability - the ITOC-model;10.1007/s13595-016-0582-1
Increasing water use efficiency comes at a cost for Norway Spruce;10.3390/f7120296
Development of molecular markers for determining continental origin of wood from White Oaks (Quercus L. sect. Quercus);10.1371/journal.pone.0158221
WEHAM richtig verstehen - das WEHAM-Basisszenario ist keine Holzaufkommensprognose, denn das Verhalten der Waldbesitzer wird nicht modelliert;
Die Genressourcen der Winterlinde erhalten;
Belastungen der Forstwirtschaft aus der Schutz- und Erholungsfunktion;
Quo vadis Wald?;
Identification and characterisation of Douglas-Fir (Pseudotsuga Menziesii (Mirb.) Franco) juvenile and adult wood grown in Southern Germany;10.12481/wood.1644-3985.C01.05
Biological characterization of panels manufactured from recycled particleboards using different adhesives;10.15376/biores.11.2.4935-4946
Effect of ingredient ratios of rigid polyurethane foam on foam core panels properties;10.1002/app.44722
Groundbreaking news? : Analytical insights and lessons learned from a review of multinational REDD+ studies;
Revealing hidden species diversity in closely related species using nuclear SNPs, SSRs and DNA sequences - a case study in the tree genus Milicia;10.1186/s12862-016-0831-9
Phenolated lignins as reactive precursors in wood veneer and particleboard adhesion;10.1021/acs.iecr.6b00594
Regional conditions and land-use alter the potential contribution of soil arthropods to ecosystem services in grasslands;10.3389/fevo.2015.00150
Botany Letters;
Meteorological drivers of extremes in daily stem radius variations of beech, oak and pine in Northeastern Germany;10.3389/fpls.2016.00733
Annual cambial rhythm in Pinus halepensis and Pinus sylvestris as indicator for climate adaptation;10.3389/fpls.2016.01923
Agrarökologisches Potential der Durchwachsenen Silphie (Silphium perfoliatum L.) aus Sicht biologischer Vielfalt;10.1399/jfk.2016.12.12
"Aktionstag gegen Ambrosia fand im Juni statt –
Hochallergene Pflanze breitet sich in Deutschland aus";
Agrarsysteme der Zukunft: Neue Pflanzenbausysteme mit autonomen Landmaschinen;
Carbon sequestration in temperate grassland soil - Risks and opportunities of biochar and hydrochar application -;
Crop wild relatives and climate change;10.1002/9781118854396
Conservation planning for crop wild relative diversity;10.1002/9781118854396
Untersuchungen zum temporären Schutz von Palmen gegen Schimmel- und Fäulnispilze;
Ex-post-Bewertung EPLR Hamburg 2007 bis 2013 : Modulbericht 7.3_MB Natürliches Erbe (ELER-Code 323A);
Ex-post-Bewertung EPLR Hamburg 2007 bis 2013 : Modulbericht 9.1_MB(a) Vertiefungsthema Biodiversität;
Forestry in sustainable measures - from sector specific to national : XIV World Forestry Congress, Durban, South Africa, 7-11 September 2015;
Proceedings of the International Scientific Conference of Hardwood Processing (ISCHP), 15-17th September 2015, Quebec, Canada;
Wood modification with renewable solutions of native origin;
Pilotstudie zu den lokalen Auswirkungen des Klimawandels auf die Forstwirtschaft in ausgewählten Regionen Sachsen-Anhalts;
Progress in botany : vol. 76;
Conference documents Plant 2040 Status Seminar, March 4 - 6, 2015 in Potsdam;
Bamboo : the plant and its uses;
Enzyklopädie der Holzgewächse : 66. Erg. Lfg. 01/15 :Ricinus communisL., 1753;
Genome sequences of Populus tremula chloroplast and mitochondrion: implications for holistic poplar breeding : accession KT337313;
Genome sequences of Populus tremula chloroplast and mitochondrion: implications for holistic poplar breeding : accession KT429213;
Genome sequences of Populus tremula chloroplast and mitochondrion: implications for holistic poplar breeding : accession KP861984;
Genome sequences of Populus tremula chloroplast and mitochondrion: implications for holistic poplar breeding : accession KT780870;
Growth responses of the mangrove Avicennia marina to salinity: development and function of shoot hydraulic systems require saline conditions;10.1093/aob/mcu257
Klimawandel und Nachhaltiges Landmanagement im Norddeutschen Tiefland;
Tracing the origin and species identity of Quercus robur and Quercus petraea in Europe: a review;
Xylem sap flux affects conventional stem CO2 efflux measurements in tropical trees;10.1111/btp.12257
"Diosgenin aus Yams als Hormonvorstufe : von der Pflanze für das ""Tier"" Mensch";10.1002/ciuz.201500723
Trading forests: land-use change and carbon emissions embodied in production and exports of forest-risk commodities;10.1088/1748-9326/10/12/125012
"Proceedings of the XXVth International Eucarpia Symposium Section Ornamentals ""Crossing Borders""";
Nature Plants;
Linking satellite derived LAI patterns with subsoil heterogeneity using large-scale ground-based electromagnetic induction measurements;10.1016/j.geoderma.2014.11.015
Effects of an extremely dry winter on net ecosystem carbon exchange and tree phenology at a cork oak woodland;10.1016/j.agrformet.2015.01.017
Viviparous mangrove propagules of Ceriops tagal and Rhizophora mucronata, where both Rhizophoraceae show different dispersal and establishment strategies;10.1016/j.jembe.2015.03.014
Influence of woody tissue and leaf clumping on vertically resolved leaf area index and angular gap probability estimates;10.1016/j.foreco.2014.12.026
Connectivity: Beyond corridors;
Scaling in ecology and biodiversity conservation;
To leak or not to leak? : land-use displacement and carbon leakage from forest conservation;10.3384/diss.diva-104784
Ex-post-Bewertung EPLR M-V 2007-2013 : Modulbericht 9.3_MB Biodiversität;
Ex-post-Bewertung NRW-Programm Ländlicher Raum 2007 bis 2013 : Modulbericht 9.3_MB Biodiversität;
Image based characterization of natural fibers: a comparison of measuring systems :  naro.tech, 16.-17. September 2014, Erfurt, Germany;
Optimality and trait based approaches to sympatric speciation and sympatric co-evolution of predator and prey traits in marine plankton;
COST Action FP0905 Biosafety of Forest Transgenic Trees, March 4th to 5th, Rome, Italy;
Differentiation level influence activity of an inducible tissue-specific approach for genetic containment in poplar;
Comparative effect of an early flowering gene construct and interspecific crossings on development of poplar hybrids;
Interzeption in Wäldern: eine (zu) wenig beachtete Größe des Wasserkreislaufs;
Wasser - Landschaft - Mensch in Vergangenheit, Gegenwart und Zukunft: Beiträge zum Tag der Hydrologie am 20./ 21. März 2014 an der Katholischen Universität Eichstätt-Ingolstadt;
Prospects of using a modified Ac/Ds transposon system from maize for activation tagging in the tree species Populus;
COST Action FP0905: biosafety of forest transgenic trees;
Plantekongres 2014 : sammendrag af indlaeg, 14.-15. Januar i Herning Kongrescenter;
Tree biotechnology;
Workshop on public-private partnerships in plant breeding : Proceedings;
Adaptive properties of Adansonia digitata L. (Baobab) & Parkia biglobosa (Jacq.) R.Br. (African Locust Bean) to drought stress;
Proceedings of the workshop on UAV-based remote sensing methods for monitoring vegetation, 9-10 September 2013, University of Cologne, Germany;
Visualization of the stem water content of two genera with secondary phloem produced by sucessive cambia through Magnetic Resonance Imagine (MRI);10.20870/jph.2014.e006
How to catch the patch? a dendrometer study of the radial increment through successive cambia in the mangrove Avicennia;10.1093/aob/mcu001
Emission omissions;
Postpolymerization modification of reactive polymers derived from vinylcyclopropane : III. polymer sequential functionalization using a combination of amines with alkoxyamines, hydracides, isocyabares, or acyl halides;10.1002/pola.27311
Das Anpassungspotenzial von Impatiens an Strahlungsstress;
Accounting methods for international land-related leakage and distant deforestation drivers;10.1016/j.ecolecon.2014.01.005
Using expert knowledge and modeling to define mangrove composition, functioning, and threats and estimate time frame for recovery;10.1002/ece3.1085
Within-canopy variation in photosynthetic capacity, SLA and foliar N in temperate broad-leaved trees with contrasting shade tolerance;10.1007/s00468-013-0947-0
Assessing the combined use of reduced tillage and cover crops for mitigating greenhouse gas emissions from arable ecosystem;10.1016/j.geoderma.2014.01.030
Making two parallel land-use sector debates meet: Carbon leakage and indirect land-use change;10.1016/j.landusepol.2013.09.012
Oxygen isotypes signatures of transpired water vapor: the role of isotopic non-steady-state transpiration under natural conditions;10.1111/nph.12878
Gärtnerstadt (MZ-QLB);
Influence of tree cover on herbaceous layer development and carbon and water fluxes in a Portuguese cork-oak woodland;10.1016/j.actao.2014.05.007
Species-specific climate response of oaks (Quercus spp.) under identical environmental conditions;10.3832/ifor0911-007
Stable oxygen isotope and flux partitioning demonstrates understory of an oak savanna contributes up to half of ecosystem carbon and water exchange;10.3389/fpls.2014.00530
Radiocarbon dating and wood density chronologies of mangrove trees in Arid Western Australia;10.1371/journal.pone.0080116
Blütenvielfalt der Wildpflanzenarten in Getreidefeldern Europas;10.5073/jka.2012.436.000
Entwicklung des Waldbrandrisikos;
"Ergebnisse der Waldökosystemforschung im Solling : Jahrestagung der AFSV vom 11. - 14. September 2013 ; Uslar/OT Volpriehausen im Solling";
"Exkursionspunkt 2a : Die Intensiv-Waldmonitoringflächen mit Buche und Fichte im Solling (E2; Profil 2)";
Anpassungspotenziale von Impatiens Neuguinea an Strahlungsstress;
Herstellung und Charakterisierung vom Zinc Ribbon 1 (ZR1) Knockdown--Mutanten in Arabidopsis thaliana (L.) HEYNH;
SPP1530 Workshop: Pleiotropic effects of flowering time genes and impact on adaptation and speciation, January 21-23, 2013;
Early flowering system based on AtFT allowed development of fertile flowers and first successful crossings in poplar;
"Pleiotropic effects of ""flowering"" genes in transgenic poplar";
SPP1530 Workshop: Floral transition in Arobidopsis, September 16-18,2013;
;
Melisse (Melissa officinalis L.);
Handbuch des Arznei- und Gewürzpflanzenbaus;
Petersilie (Petroselinum crispum [Mill.] Nyman ex A.W. Hill);
Ausgleichs- und Reaktorfunktionen von Waldböden im Stoff- und Wasserkreislauf : FVA-Kolloquium in Freiburg am 4. - 5. Oktober 2012;
Interzeption in Wäldern - Einfluss der Bestandesstruktur;
Auswirkungen des Klimawandels auf das Trockenstressrisiko von Buchenwäldern am Beispiel hessischer BZE- und Intensivmonitoring-Standorte;
Die Rote Liste gefährdeter Tiere, Pflanzen und Pilze Deutschlands, Band 2: Meeresorganismen;
Wildpflanzen auf dem Acker;
The anatomical basis of the link between density and mechanical strength in mangrove branches;10.1071/FP12204
Low light acclimation in five temperate broad-leaved tree species of different successional status: the significance of a shade canopy;10.1007/s13595-013-0298-4
Radiocarbon dating and wood density chronologies of mangrove trees in Arid Western Australia;10.1371/journal.pone.0080116
The oxygen isotope enrichment of leaf-exported assimilates - does it always reflect lamina leaf water enrichment?;10.1111/nph.12359
past ecology of Abies alba provides new perspectives on future responses of silver fir forests to global warming;
Wood anatomy and topochemistry of Bombax ceiba L. and Bombax insigne wall;
Partitioning evapotranspiration - testing the Craig and Gordon model with field measurements of oxygen isotope ratios of evaporative fluxes;10.1016/j.jhydrol.2013.05.033
Projekt zur pomologische Bestimmung der Sorten im Apfelnetzwerk abgeschlossen;
Ökosystembilanzen auf forstwirtschaftlich genutzten Flächen;
ICP forests manual on methods and criteria for harmonized sampling, assessment, monitoring and analysis of the effects of air pollution on forests : international co-operative programme on assessment and monitoring of air pollution effects on forests (ICP forests);
Stoffausträge mit dem Sickerwasser;
Klimafolgenmonitoring;
TRACE - Tree Rings in Archaeology, Climatology and Ecology : Vol. 10, Proceedings of the Dendrosymposium 2011, May 11th - 14th, 2011 in Orleans, France;10.2312/GFZ.b103-12036
Soil type modifies climate-growth response of beech in Southern Britain;10.2312/GFZ.b103-12036
10th International Congress on Plant Molecular Biology : Book of abstracts, October 21(Sun) - 26(Fri), 2012, ICC, Jeju Island, Republic of Korea;
Links between regulons of flowering time control with dormancy, senescence and wood formation in poplar;
Plants;
Variation in wood density and anatomy in a widespread mangrove species;10.1007/s00468-012-0729-0
Temperature variation among mangrove latitudinal range limits worldwide;10.1007/s00468-012-0760-1
Size does matter, but not only size: two alternative dispersal strategies for viviparous mangrove propagules;10.1016/j.aquabot.2012.06.005
Differential responses of the mangrove Avicennia marina to salinity and abscisic acid;10.1071/FP12178
Analyzing forest canopies with ground-based laser scanning: a comparison with hemispherical photography;10.1016/j.agrformet.2011.10.006
Forest carbon leakage quantification methods and their suitability for assessing leakage in REDD;10.3390/f3010033
Light-dependent maintenance of hydraulic function in mangrove branches: do xylary chloroplasts play a role in embolism repair?;10.1111/j.1469-8137.2012.04187.x
Spatio-temporal trends in soil solution Bc/Al and N in relation to critical limits in European forest soils;10.1007/s11270-011-0958-7
Kurtziana;
"""Diversity makes the difference"" - Botaniker-Tagung in Berlin, 18. - 23. September 2011";
Sustainability criteria for land use activities in the carbon market;
Modelling the carbon budget of forests at intensive monitoring plots under current and future climate with Biome-BGC - Final report : Further development and impleementation of an EU-Level Forest Monitoring System - FUTMON;
PVX-Cre as a possible vector for analysis of viral entry into growing points;
Plant Pathology & Quarantine Online;
Deviation of LCI results from primary industry data and application of derived LCA in the framework of sustainable construction certification schemes using the example of glue laminated timber;
Minimizing the Environmental Impact of the Forest Products Industries - Ecowood 2010;
Automated detection of branch dimensions in woody skeletons of fruit tree canopies;
Rapid Analysis of Rosmarinic Acid in Lemon Balm (Melissa officinalis L.);
Effects of fertilization and irrigation on productivity, plant nutrient contents and soil nutrients in southern Mongolia;10.1007/s11104-010-0409-z
Contrasting effects of precipitation and fertilization on seed viability and production of Stipa krylovii in Mongolia;10.1016/j.baae.2010.12.002
Mangrove growth rings: fact or fiction?;10.1007/s00468-010-0487-9
IX International Symposium on Integrating Canopy, Rootstock and Environmental Physiology in Orchard Systems;
The influence of crop load, shoot type, canopy structure, and leaf zonal chlorosis on leaf photosynthesis of 'honeycrisp' apple trees;10.17660/ActaHortic.2011.903.106
Comparison of conventional eight-point crown projections with LiDAR-based virtual crown projections in a temperate old-growth forest;10.1007/s13595-011-0067-1
Review of ground-based methods to measure the distribution of biomass in forest canopies;10.1007/s13595-011-0040-z
3D-laser scanning: a non-destructive method for studying above-ground biomass and growth of juvenile trees;10.1016/j.agrformet.2011.05.013
Successive cambia: a developmental oddity or an adaptive structure?;10.1371/journal.pone.0016558
"10. GPZ Haupttagung, Freising-Weihenstephan, 15. - 17. März 2010 'Innovations in Breeding Methodology'; Book of Abstracts";
Forstwissenschaften: Grundlage nachhaltiger Waldbewirtschaftung : Forstwissenschaftliche Tagung, 22. bis 24. September 2010 an der Georg-August-Universität Göttingen, ausgerichtet von den Forstwissenschaftlichen Fakultäten und dem Verband Forstlicher Forschungsanstalten;
Lignocellulose-Bioraffinerie - Konzept, Wirtschaftlichkeit und Umweltwirkungen;
"Einbindung der ""Forest Transition""-Hypothese in REDD-Baselines als Option zur Berücksichtigung landesspezifischer Umstände";
Langfristiger ökonomischer Nutzen eines Waldumbau-Programms: Auswirkungen auf den Wert öffentlicher und privater Güter (Landschaftsbild, Kohlenstoffspeicherung, Holzproduktion);
Biocrudeoil (BCO) ein Zwischenprodukt aus Lignocellulosen - Stand der Entwicklung und Perspektiven -;
"Baumvitalität und Indikatoren einer Anpassung an veränderliche Umweltbedingungen in Europa (FulMon; Life+)";
Trends in Wasserverfügbarkeit und Zuwachs der letzten 50 Jahre: eine Langzeitsimulation der Wasserverfügbarkeit von Fichten und Buchen in Solling und Harz;
Identifizierung von Kandidatengenen, die für Abwehrreaktionen in Eichen gegen herbivore Insekten verantwortlich sind;
Modellierung von letalem Trockenstressrisiko anhand von kritischen Grenzwerten der Bodenwasserverfügbarkeit;
Analyse der Witterungswirkung auf den Zuwachs: Blicke in die Vergangenheit als Beitrag zur Risikoabschätzung für die Zukunft;
Die kritische Grenze der Wasserverfügbarkeit (CL-SWA) - ein Indikator zur Bestimmung von letalem Trockenstress an jungen Waldbäumen;
Adapting Europe's forest to climate change - the role and perspective of adaptive management;
Waldartenlisten der Farn- und Blütenpflanzen, Moose und Flechten Deutschlands;
Veränderung hydroökologischer Parameter im Prozess des Waldumbaus von Kiefernforsten zu Buchenwäldern auf grundwasserfernen Sandstandorten;
Zeitliche Veränderungen der Elementgehalte in Blättern und Nadeln auf Intensiv-Monitoringflächen;
"Pflanzenbiotechnologie in Deutschland - Wo stehen wir? : Gemeinsame Tagung des Arbeitskreises Deutsche-In-vitro-Kulturen (ADIVK) und der Gesellschaft für Pflanzenbiotechnologie e.V. ; 13. - 15.09.2010, Leibniz Universität Hannover";
Biosafety research on genetic containment of forest trees;
Over-expression of an FT-homologous gene of apple induces early flowering in poplar;
The combination of induced early flowering and transgene elimination opens new possibilities for faster tree breeding;
"Netzwerk ""Nagetier-übertragene Pathogene"" in Deutschland: Molekulare Epidemiologie von Hantavirus- und Leptospira-Infektionen in Nagetierwirten";
Land use regulates carbon budgets in eastern Germany: from NEE to NBP;10.1016/j.agrformet.2010.03.008
The relative importance of different seed dispersal modes in dry Mongolian rangelands;10.1016/j.jaridenv.2009.12.002
Time-Series reconstruction from Natural Archive Data with the averaging effect taken into account;10.1007/s11004-010-9292-7
Effects of NPK fertilisation in arid southern Mongolian desert steppes;10.1007/s11258-009-9656-6
IMA fungus;
Evaluation of gene containment strategies under greenhouse conditions using early flowering poplar;
2009 IUFRO tree biotechnology, June 28 - July 2, 2009, Whistler, British Columbia;
Tracing carbon and oxygen isotope signals from newly assimilated sugars in the leaves to the tree-ring archive;10.1111/j.1365-3040.2009.01957.x
Thefou2mutation in the major vacoular cation channel TPC1 confers tolerance to inhibitory luminal calcium;10.1111/j.1365-313X.2009.03820.x
Invited views in basic and applied ecology : functional role of forest diversity: pros and cons of synthetic stands and across-site comparisons in established forests;10.1016/j.baae.2008.06.001
A safe hydraulic architecture as wood anatomical explanation for the difference in distribution of the mangroves Avicennia and Rhizophora;10.1111/j.1365-2435.2009.01551.x
On the elimination of Bias Averaging-Errors in proxy records;10.1007/s11004-008-9193-1
Lupins for Health and Wealth - Proceedings of the 12th International Lupin Conference, Fremantle, Western Australia, 14-18 September 2008;
GABI, the German plant genome research program;
Zur Krebs- und Nematodenresistenz der 2008 neu zugelassenen Kartoffelsorten;
Natural forest management in neotropical Mountain Rain Forests - an ecological experiment;
Biotic soil activities;10.1007/978-3-540-73526-7_21
Die Entstehung hochdiverser urwaldähnlicher Laubwälder im Nationalpark Hainich als Folge einer standörtlich beschleunigten Lückendynamik;
Zur Wirkung von 222 nm UV-Strahlung eines Krypton-Chlorid-Excimerstrahlers auf ausgewählte Mikroorganismen im Hinblick auf dessen Einsatz zur Wasserdesinfektion : kumulative Dissertation;
Klimaschutz und Kohlenstoff in Holz - Vergleich verschiedener Strategien;
Morphogeographic and molecular genetic analysis of the VIR white cabbage collection;10.3103/S1068367408050066
Evaluierung pflanzengenetischer Ressourcen bei Rhododendron simsii;
Das Keimverhalten der Samen von Rumex obtusifolius L. subsp. obtusifolius;
Grazing impact on plant seed production in Southern Mongolia;10.22353/mjbs.2008.06.01
A patchy growth via successive and simultaneous cambia: key to success of the most widespread mangrove species Avicennia marina?;10.1093/aob/mcm280
Genetic resources of European small berries according to Genberry project;
Kurze methodische Anmerkung zur Kartierung von Neophyten;
Ambrosia artemisiifolia in Mais: Entwicklung und Konkurrenz;
Die Waldschutzsituation 2007 in der Bundesrepublik Deutschland;
Pflanzliche Überlebenskünstler;
Erhaltung genetischer Ressourcen der Rebe;
Effect of summer drought on the increment of beech trees in southern England;
Färberwaid (Isatis tinctoria L.): Perspektiven einer vielseitigen Nutzpflanze;
Molecular Plant;
Estimating decomposition rate constants for European tree species from literature sources;10.1007/s10342-008-0206-x
"Proceedings of the XIth International Asparagus Symposium : Horst, The Netherlands, June 16 - 19, 2005 ; IAS 2005";
Proceedings of the Vth International Cherry Symposium, Bursa, Turkey, June 6 - 10, 2005;
Krankheitsauftreten an Bärentraube (Arctostaphylos uva-ursi L.) - Untersuchungen zu den Ursachen und Bekämpfungsmöglichkeiten in der Pflanzenanzucht;
Rosmarinsäuregehalt und Winterhärte bei Zitronenmelisse (Melissa officinalis L.) - Ergebnisse aus einer großen Sortimentsprüfung;
Selektion von ölreichen Arzneifenchelpopulationen (Foeniculum vulgare MILL. ssp. vulgare var. vulgare) mit reduziertem Estragolgehalt;
Partial nucleotide sequence of a carlavirus from carrot (Daucus carota L.);10.1007/s11262-008-0276-3
Die Ertragsfähigkeit ostdeutscher Ackerflächen unter Klimawandel;10.2312/PIK.b103-pik1129
Agrarholz;10.2312/PIK.b103-pik1129
Ertragsprojektionen unter Klimawandel für den alternativen Anbau von Agrarholz am Beispiel der Aspe;10.2312/PIK.b103-pik1129
Proceedings of the Vth International Symposium on the Taxonomy of Cultivated Plants : Wageningen, the Netherlands, October 15 - 19, 2007;
Impacts of summer water limitation on the carbon balance of a Scots pine forest in the southern upper Rhine plain;10.1016/j.agrformet.2008.06.008
Nature and periodicity of growth rings in two Bangladeshi mangrove species;10.1163/22941932-90000185
Physiological, morphological, chemical and genomic diversities of different origins of thyme (Thymus vulgaris L.);10.1007/s10722-008-9329-7
Hotspots of the European forests carbon cycle;10.1016/j.foreco.2008.04.009
Soil respiration, microbial respiration and mineralisation in soils on montane rainforests of South Ecuador: influence of altitude;
Ökologische Aufwertung von Energieholzplantagen - Möglichkeiten und Kosten;
Comparative anatomy of intervessel pits in two mangrove species growing along a natural salinity gradient in Gazi Bay, Kenya;10.1093/aob/mcm103
N-Limitierung in organischen Auflagen und Mineralböden tropischer Bergregenwälder Südecuadors;
Vitalität und Struktur von Traubeneichen-Kiefern-Mischbeständen – erste Ergebnisse des Verbundprojektes OakChain;
Entwicklung von Mikrosatelliten-Markern für populationsgenetische Analysen beim Eichenwickler (Tortrix viridana L.);
Assessing environmental and physiological controls over water relations in a Scots pine (Pinus sylvestris L.) stand through analyses of stable isotope composition of water and organic matter;10.1111/j.1365-3040.2006.01609.x
Nachwachsende Rohstoffe - eine Einschätzung aus Sicht des Naturschutzes;
A synopsis of land use, land-use change and forestry (LULUCF) under the Kyoto Protocol and Marrakech Accords;10.1016/j.envsci.2006.11.002
Proceedings of the VIIIth International Symposium on Canopy, Rootstocks and Environmental Physiology in Orchard Systems : Budapest, Hungary, June 13 - 18, 2004;
Terrestrial laser-scanning provides means for the analytical evaluation of plantation systems;
A physiological evaluation concept for plantation systems based on completely reconstructed apple tree structures from laser-scans;
Rapeseed Breeding;
