Title;DOI
Population genetics of the hound needlefish Tylosurus crocodilus (Belonidae) indicate high connectivity in Tanzanian coastal waters;10.1080/17451000.2023.2224026
Von Naturwäldern zu Agrar-Wald-Mosaiken: Auswirkungen eines Landschaftsgradienten auf Ökosystemleistungen in tropischen Wäldern;10.3220/PB1689665217000
From intact forests to agricultural-forest mosaics: implications of a landscape gradient for ecosystem services in the tropics;10.3220/PB1689666084000
Durability of wood exposed above ground - experience with the Bundle test method;10.3390/f14071460
Models can enhance science-policy-society alignments for climate change mitigation;10.1038/s43016-023-00807-9
Lebensmittelabfälle und -verluste im Verarbeitungssektor reduzieren;10.3220/PB1690185921000
Lebensmittelabfälle und -verluste in der Primärproduktion reduzieren;10.3220/PB1690186424000
"Überlegungen zur Berechnung der Kosten des Grenzanbieters : Bericht der UAG ""Grenzanbieter"" für die Extensivierungsreferent:innen des Bundes und der Länder";10.3220/WP1690285311000
UVC-based biofouling suppression for long-term deployment of underwater cameras;10.1109/JOE.2023.3265164
Reviewing and analyzing shrinkage of peat and other organic soils in relation to selected soil properties;10.1002/vzj2.20264
Werkzeuge für betriebliche Eigenkontrollen zum Tierwohl;10.15150/lt.2023.3293
Kiebitzinseln: Eine sinnvolle Maßnahme für den Erhalt des Kiebitzes in Deutschland;10.3220/PB1690445758000
Lapwing plots: A sensible measure for the conservation of the lapwing in Germany;10.3220/PB1690446011000
Progress in deployment of biomass-based activated carbon in point-of-use filters for removal of emerging contaminants from water: A review;10.1016/j.cherd.2023.02.045
Editorial: Special issue on extended application of biomass-based activated carbon in water and wastewater treatment;10.1016/j.cherd.2023.04.060
CLEAN FISH - Alternative Lebensmittel aus der Zellkultur;10.3220/PB1690783541000
CLEAN FISH - alternative food from cell culture;10.3220/PB1690784467000
Scientific, Technical and Economic Committee for Fisheries - 72nd plenary report (STECF-PLEN-23-01);10.2760/977664
"Ausgestaltung der Ökoregelungen in Deutschland - Stellungnahmen für das BMEL : Band 5 - Vorschläge zur Ausgestaltung der ""Grünen Architektur"" in Deutschland auf Basis der Legislativvorschläge der Europäischen Kommission zur Gemeinsamen Agrarpolitik nach 2020";10.3220/WP1690883819000
Ausgestaltung der Ökoregelungen in Deutschland - Stellungnahmen für das BMEL : Band 6 - Abschätzung der Kosten und Inanspruchnahme nicht-produktiver Flächen;10.3220/WP1690887437000
Ausgestaltung der Ökoregelungen in Deutschland - Stellungnahmen für das BMEL : Band 7 - Differenzierung der Förderhöhe in den Ökoregelungen nach regionalen Kulissen;10.3220/WP1690887780000
Relative Stabilität in Zeiten des Wandels - Warum es lohnt, über die Fangquotenverteilung in Europa nachzudenken!;10.35006/fischzeit.2023.26
A comparison of fishing methods to sample coastal fish communities in temperate seagrass meadows;10.3354/meps14347
Agrarumweltleistungen durch ergebnisbasierte und kollektive Vertragslösungen - Erkenntnisse aus Befragungen in Österreich und Deutschland;10.3220/WP1690974440000
The future of protein feed: a case study of sustainable substitutes in the German livestock industry;10.1007/s10668-023-03676-1
A stepwise multidisciplinary approach to determine the date and provenance of historical wooden objects;10.1016/j.culher.2023.06.023
"Working Group on Surveys on Ichthyoplankton in the North Sea and Adjacent Seas (WGSINS; outputs from 2022 meeting)";10.17895/ices.pub.22146905
Herring Assessment Working Group for the Area South of 62° N (HAWG);10.17895/ices.pub.22182034
Food waste and losses in the processing sector;10.3220/PB1691394846000
Food waste and losses in the primary production;10.3220/PB1691395231000
Item characteristics of marine litter at the seafloor of the Baltic Sea [Datenpublikation];10.1594/PANGAEA.958427
Quantitative descripton of marine litter at the seafloor of the Baltic Sea [Datenpublikation];10.1594/PANGAEA.958432
Alternative forest management strategies to adapt to climate change: an economic evaluation for Germany;10.3220/WP1691499012000
"Viertelselektives Trockenstellen : Antibiotikaeinsatz nachhaltig reduzieren ; Empfehlungen aus der Wissenschaft und Erfahrungen aus der Praxis ; Ratgeber";10.3220/MX1689668102000
Working Group on Mackerel and Horse Mackerel Egg Surveys (WGMEGS);10.17895/ices.pub.23790201
Abandoned, lost or otherwise discarded fishing gear (ALDFG) as part of marine litter at the seafloor of the Baltic Sea - Characterization, quantification, polymer composition and possible impact;10.1016/j.marpolbul.2023.115348
Bewertung des Tierwohls bei der betrieblichen Eigenkontrolle - Erarbeitung eines Orientierungsrahmens mit Ziel- und Alarmwerten auf Basis einer Delphi-Befragung;10.15150/lt.2023.3294
"Working Group on Biological Parameters (WGBIOP; outputs from 2022 meeting)";10.17895/ices.pub.23617833
A new approach to estimate soil organic carbon content targets in European croplands topsoils;10.1016/j.scitotenv.2023.165811
Staatliches Verbot des Einkaufs von Lebensmitteln und Agrarerzeugnissen unterhalb der Produktionskosten : Erfahrungen in Spanien, Frankreich und Italien sowie Einschätzungen zu einer möglichen Umsetzung in Deutschland;10.3220/WP1692258758000
The rapid expansion of offshore wind farms challenges the reliability of ICES-coordinated fish surveys - insights from the Baltic Sea;10.1093/icesjms/fsad124
What evidence exists on wild-bee trends in Germany? Research protocol for a systematic map;10.57808/proceed.2023.2
Double-stranded RNA (dsRNA) technology to control forest insect pests and fungal pathogens: challenges and opportunities;10.1007/s10142-023-01107-y
Capital-skill complementarity and regional inequality: A spatial general equilibrium analysis;10.1016/j.regsciurbeco.2023.103937
Overestimating management progress - modelled vs. monitored silver eel escapement in a North Sea draining river;10.1093/icesjms/fsad122
Ökosystemdienstleistungen als Governance-Instrument;10.1007/978-3-658-37222-4_23-1
Integrating economics into fisheries science and advice: progress, needs, and future opportunities;10.1093/icesjms/fsad005
Reviewing and improving spatiotemporal modeling approaches for mackerel's total annual egg production;10.1007/s11160-023-09795-2
Analyse der F.R.A.N.Z.-Maßnahmen hinsichtlich ihrer Sekundärwirkung auf ausgewählte Ressourcen : F.R.A.N.Z.-Projektbericht;10.3220/MX1692860895000
Monitorear la sostenibilidad de la bioeconomía : Piloto en Uruguay/ Monitoring the sustainability of the bioeconomy : Pilot in Uruguay;10.4060/cc7309b
National soil data in EU countries, where do we stand?;10.1111/ejss.13398
Wie lange überleben Bakterien in der Luft?;10.3220/PB1693215094000
How long do bacteria survive in the air?;10.3220/PB1693216057000
"Response to: ""The robust concept of mineral-associated organic matter saturation: A letter to Begill et al. (2023)""";10.1111/gcb.16920
Obituary : Klaus Domsch;10.1016/j.soilbio.2023.109148
Continuous thermosalinograph oceanography along RV Meteor cruise track M185 [Datenpublikation];10.1594/PANGAEA.960971
Risiken für Wald und Forst durch phytopathogene Viren;10.5073/20230803-074309-0
Joint optimization of land carbon uptake and albedo can help achieve moderate instantaneous and long-term cooling effects;10.1038/s43247-023-00958-4
Deadwood and fire risk in Europe : Knowledge synthesis for policy;10.2760/553875
Monitoring of carbon-water fluxes at Eurasian meteorological stations using random forest and remote sensing;10.1038/s41597-023-02473-9
Policy instruments to reduce food loss prior to retail - Perspectives of fruit and vegetable supply chain actors in Europe;10.1016/j.wasman.2023.09.019
Working Group on Widely Distributed Stocks (WGWIDE);10.17895/ices.pub.24025482
ICES-FAO Working Group on Fishing Technology and Fish Behaviour (WGFTFB);10.17895/ices.pub.24080889
Modelling and in situ observation of broadband acoustic scattering from the Silver cyprinid (Rastrineobola argentea) in Lake Victoria, East Africa;10.1093/icesjms/fsad137
Estimating abundance of fish associated with structured habitats by combining acoustics and optics;10.1111/1365-2664.14412
Kurzgefasste Analyse der Ergebnisse der Viehzählung vom 3. Mai 2023 und Prognose der Rind- und Schweinefleischerzeugung in Deutschland bis Ende des Jahres 2024;10.3220/WP1696487500000
SNPscan breeder - a computer program to test genomic tools in breeding programs;10.2478/sg-2023-0013
A simulation study comparing advanced marker-assisted selection with genomic selection in tree breeding programs;10.1093/g3journal/jkad164
Seasonal prediction of Arabian Sea marine heatwaves;10.1029/2023GL103975
What drives solo and team startups at European universities? The interactive role of entrepreneurial climate, gender, and entrepreneurship course participation;10.1080/03075079.2023.2263477
Soil carbon losses due to priming moderated by adaptation and legacy effects;10.1038/s41561-023-01275-3
Synthesising the diversity of European agri-food networks: A meta-study of actors and power-laden interactions;10.1016/j.gloenvcha.2023.102746
Trophic ecology and seasonal occurrence of two Red List fish species in the Western Baltic Sea - two of a kind?;10.1007/s12526-023-01368-7
Die Idealtypen spannungsgeladener Verbindungen;10.1007/978-3-658-42296-7_4
A new technique to study nutrient flow in host-parasite systems by carbon stable isotope analysis of amino acids and glucose;10.1038/s41598-022-24933-9
Leitfaden für den Abstimmungskurs im Rahmen der Inventurleitungstagung zur Waldzustandserhebung;10.3220/WP1696571355000
Kapitel 5.4 : Ökosystemleistungen der Wälder;10.1007/978-3-662-65916-8_5
Typology of German sheep farms - Differences in structure, characteristics, challenges and the provision of goods and services;10.1016/j.smallrumres.2023.107022
Oral administration of terpenoids and phenol fraction of Padina gymnospora stimulates the nonspecific immune response and expression of immune genes, and protects the common carp (Cyprinus carpio) from experimental Aeromonas hydrophila infection;10.1016/j.fsi.2023.109141
Temperature and pressure dependency of oxygen consumption during long-term sustained swimming of European eels;10.1242/jeb.246095
A spatial assessment of current and future foliar Hg uptake fluxes across European forests;10.1029/2023GB007833
A segmentation of fresh meat shoppers based on revealed preferences;10.1002/agr.21828
Modellierung naturräumlicher und managementbedingter Effekte auf Lachgasemissionen aus Fruchtfolgen von Rohstoffpflanzen (THG EMOBA);10.3220/PB1697102993000
Modelling of natural and management-related effects on nitrous oxide emissions from crop rotations of raw material plants (THG EMOBA);10.3220/PB1697103492000
Paying it forward: Crowdsourcing of taxonomic harmonization and linking of biodiversity identifiers [Preprint];10.32942/X2Q01H
Effects of grazing platform stocking rate on productivity and profitability of pasture-based dairying in a fragmented farm scenario;10.3168/jds.2023-23362
Blankaalabwanderung in der niedersächsischen Ems;10.3220/PB1697190854000
Silver eel escapement in the River Ems;10.3220/PB1697191686000
Flächennutzung und Flächennutzungsansprüche in Deutschland;10.3220/WP1697436258000
'Feelings of being left behind' in rural areas?;10.3220/PB1697437590000
Küstenfischerei 2045: Erste Zielbilder der Thünen-Zukunftswerkstatt;10.35006/FISCHZEIT.2023.22
Length-weight relations for 19 freshwater fish species (Actinopterygii) from the lowland Elbe River, Germany;10.3897/aiep.53.107199
